	source	target	category	correlation	pvalue	padj
3289521	ENSG00000152795	ENSP00000266544.5	115	-0.6342494714587738	3.787912261213489e-06	0.0001757814353514
3289530	ENSG00000152795	ENSP00000268668.6	115	-0.5894291754756871	2.5560144956493765e-05	0.0007447479506342
3289538	ENSG00000152795	ENSP00000359346.1	115	-0.6169133192389007	8.209533959127834e-06	0.000315677595677
3289543	ENSG00000152795	ENSP00000297564.2	115	-0.5861874559548977	2.90268968205434e-05	0.0008197906527332
3289545	ENSG00000152795	ENSP00000292907.3	115	-0.6133897110641297	9.55337658106848e-06	0.0003539572620939
3289546	ENSG00000152795	ENSP00000330737.2	115	-0.5613812544045101	7.355679937659783e-05	0.0016541601937213
3289550	ENSG00000152795	ENSP00000296684.5	115	-0.6482029598308667	1.9617847989596724e-06	0.0001067250512281
3289553	ENSG00000152795	ENSP00000419656.1	115	-0.5867512332628612	2.839465680651569e-05	0.000806306878296
3289556	ENSG00000152795	ENSP00000263774.4	115	-0.57815362931642	3.9552673083485374e-05	0.0010357492204348
3289559	ENSG00000152795	ENSP00000419578.1	115	-0.6298801973220578	4.623749630623613e-06	0.0002043922858521
3289564	ENSG00000152795	ENSP00000397760.1	115	-0.6108527131782946	1.0643150953361837e-05	0.0003840883783679
3289565	ENSG00000152795	ENSP00000252711.2	115	-0.6300211416490487	4.59432508895124e-06	0.000203412934506
3289570	ENSG00000152795	ENSP00000281031.4	115	-0.5806906272022552	3.590244175448086e-05	0.0009626640913343
3289575	ENSG00000152795	ENSP00000423673.1	115	-0.6243833685694151	5.91647233466807e-06	0.0002462880416855
3289596	ENSG00000152795	ENSP00000492163.1	115	-0.607892882311487	1.205844223561411e-05	0.0004221660773303
3289633	ENSG00000152795	ENSP00000238688.5	115	-0.6060606060606061	1.3019189306580496e-05	0.0004473483626949
3289637	ENSG00000152795	ENSP00000253452.2	115	-0.6105708245243129	1.077104242045192e-05	0.0003875515367415
3289659	ENSG00000152795	ENSP00000358737.3	115	-0.5866102889358703	2.855152374361868e-05	0.0008096606519681
3289667	ENSG00000152795	ENSP00000256441.4	115	-0.6225510923185342	6.416494210726754e-06	0.0002619094081043
3289679	ENSG00000152795	ENSP00000301729.4	115	-0.6329809725158562	4.014930889618646e-06	0.0001836668543112
3289683	ENSG00000152795	ENSP00000356972.3	115	-0.6007047216349541	1.6245200911052543e-05	0.0005287451596473
3289687	ENSG00000152795	ENSP00000260665.7	115	-0.661169837914024	1.0323095528308332e-06	6.557217251505088e-05
3289715	ENSG00000152795	ENSP00000381785.3	115	-0.627061310782241	5.24999299481054e-06	0.0002250335155388
3289726	ENSG00000152795	ENSP00000355518.4	115	-0.605104198127454	1.7207501297777357e-05	0.0005522713054609
3289738	ENSG00000152795	ENSP00000155674.5	115	-0.6274841437632136	5.151323225344836e-06	0.0002218205173168
3289748	ENSG00000152795	ENSP00000377446.2	115	-0.5813953488372093	3.4944651805038975e-05	0.000943113318234
3289754	ENSG00000152795	ENSP00000216254.4	115	-0.5698379140239606	5.402527931236655e-05	0.0013108437971346
3290154	ENSG00000152795	ENSG00000064607	115	0.7102184637068357	6.678472404885108e-08	8.193814218302807e-06
3290389	ENSG00000152795	ENSG00000090863	115	0.7529245947850599	3.734000979201913e-09	9.02783130894478e-07
3290448	ENSG00000152795	ENSG00000100227	115	0.7272727272727272	2.2516936121062116e-08	3.573654197175324e-06
3290462	ENSG00000152795	ENSG00000100485	115	0.7422128259337561	8.111380567575234e-09	1.6366754894905874e-06
