	source	target	category	correlation	pvalue	padj
65105	ENSP00000216254.4	ENSP00000155674.5	115	0.8599013389711064	7.660713072159678e-14	1.8309306832499443e-10
65117	ENSP00000216254.4	ENSP00000377446.2	115	0.9244538407329104	3.4127070504996875e-19	8.712276608739691e-15
593420	ENSG00000064607	ENSP00000377770.1	115	-0.7413671599718111	8.609815285843804e-09	1.712658304025516e-06
593425	ENSG00000064607	ENSP00000418842.3	115	-0.6696264975334744	6.677122704000705e-07	4.707440322255256e-05
593428	ENSG00000064607	ENSP00000496880.1	115	-0.7044397463002114	9.487376257206092e-08	1.0704257365689047e-05
593436	ENSG00000064607	ENSP00000266544.5	115	-0.7023255813953488	1.0765360836689301e-07	1.1787846146248776e-05
593445	ENSG00000064607	ENSP00000268668.6	115	-0.7000704721634955	1.230412817075953e-07	1.304853731771563e-05
593454	ENSG00000064607	ENSP00000359346.1	115	-0.6866807610993658	2.654203279508532e-07	2.3405559783942657e-05
593460	ENSG00000064607	ENSP00000297564.2	115	-0.7045806906272022	9.407416765041733e-08	1.063587303176298e-05
593463	ENSG00000064607	ENSP00000292907.3	115	-0.6575052854122622	1.2415597495733186e-06	7.541207320865083e-05
593464	ENSG00000064607	ENSP00000330737.2	115	-0.6706131078224101	6.340424144432863e-07	4.526046560336243e-05
593468	ENSG00000064607	ENSP00000296684.5	115	-0.7206483439041579	3.4673673945386696e-08	4.967221207084079e-06
593472	ENSG00000064607	ENSP00000419656.1	115	-0.6880902043692741	2.452558713152653e-07	2.20377190341878e-05
593475	ENSG00000064607	ENSP00000263774.4	115	-0.6558139534883721	1.3508228061401054e-06	8.038514976427211e-05
593478	ENSG00000064607	ENSP00000419578.1	115	-0.6718816067653277	5.930660300479289e-07	4.301258810765875e-05
593485	ENSG00000064607	ENSP00000397760.1	115	-0.6924594785059901	1.914349241480929e-07	1.826918404015072e-05
593486	ENSG00000064607	ENSP00000252711.2	115	-0.7186751233262861	3.9339155628364734e-08	5.468281972366395e-06
593491	ENSG00000064607	ENSP00000281031.4	115	-0.6608879492600422	1.0471640423088391e-06	6.627576668700911e-05
593496	ENSG00000064607	ENSP00000423673.1	115	-0.6631430584918957	9.3367024097039e-07	6.074791757193992e-05
593527	ENSG00000064607	ENSP00000492163.1	115	-0.6403100775193798	2.8578606591747123e-06	0.0001419743501186
593571	ENSG00000064607	ENSP00000238688.5	115	-0.6658210007047216	8.137344214631145e-07	5.471583866386825e-05
593575	ENSG00000064607	ENSP00000253452.2	115	-0.6983791402396053	1.3590033554554945e-07	1.407466502750232e-05
593601	ENSG00000064607	ENSP00000358737.3	115	-0.6684989429175475	7.082196441541489e-07	4.922749348575026e-05
593611	ENSG00000064607	ENSP00000256441.4	115	-0.6641296687808316	8.876964019982757e-07	5.845995437803898e-05
593625	ENSG00000064607	ENSP00000301729.4	115	-0.6787878787878788	4.0986492032401604e-07	3.252381323490858e-05
593629	ENSG00000064607	ENSP00000356972.3	115	-0.6686398872445384	7.03034444576515e-07	4.895151168305534e-05
593633	ENSG00000064607	ENSP00000260665.7	115	-0.6866807610993658	2.654203279508532e-07	2.3405559783942657e-05
593666	ENSG00000064607	ENSP00000381785.3	115	-0.7199436222692037	3.627715896177975e-08	5.141267149938336e-06
593678	ENSG00000064607	ENSP00000355518.4	115	-0.7209302325581395	4.970130304547832e-08	6.5428883087119736e-06
593695	ENSG00000064607	ENSP00000155674.5	115	-0.6520084566596195	1.6300046395817586e-06	9.272164082632805e-05
593709	ENSG00000064607	ENSP00000377446.2	115	-0.694432699083862	1.7092774738701188e-07	1.675936421449577e-05
593715	ENSG00000064607	ENSP00000216254.4	115	-0.6973925299506695	1.4396832185419822e-07	1.4707737619631138e-05
751459	ENSG00000090863	ENSP00000377770.1	115	-0.6597603946441156	1.1085846949108368e-06	6.919922096422699e-05
751464	ENSG00000090863	ENSP00000418842.3	115	-0.5898520084566596	2.513706805620967e-05	0.0007354455591754
751467	ENSG00000090863	ENSP00000496880.1	115	-0.6792107117688513	4.005691308701204e-07	3.196738272985761e-05
751475	ENSG00000090863	ENSP00000266544.5	115	-0.648062015503876	1.9751955758785467e-06	0.0001072786888819
751484	ENSG00000090863	ENSP00000268668.6	115	-0.6136715997181114	9.438850363849164e-06	0.000350762845162
751492	ENSG00000090863	ENSP00000359346.1	115	-0.6214235377026075	6.743253904266911e-06	0.0002719917580039
751497	ENSG00000090863	ENSP00000297564.2	115	-0.6744186046511628	5.183825202314108e-07	3.8851999615533e-05
751499	ENSG00000090863	ENSP00000292907.3	115	-0.6246652572233968	5.842814257001199e-06	0.0002439608501623
751500	ENSG00000090863	ENSP00000330737.2	115	-0.602536997885835	1.5067119693969535e-05	0.0004995207720079
751504	ENSG00000090863	ENSP00000296684.5	115	-0.6627202255109231	9.540408032656465e-07	6.174970358770392e-05
751508	ENSG00000090863	ENSP00000419656.1	115	-0.6114164904862579	1.0391546733834417e-05	0.0003772751270829
751511	ENSG00000090863	ENSP00000263774.4	115	-0.6018322762508809	1.551061739826018e-05	0.000510626115984
751514	ENSG00000090863	ENSP00000419578.1	115	-0.6473572938689218	2.0435304521193816e-06	0.0001100794539362
751520	ENSG00000090863	ENSP00000397760.1	115	-0.611275546159267	1.0453929782371685e-05	0.0003789826975786
751521	ENSG00000090863	ENSP00000252711.2	115	-0.6435517970401691	2.4518657555146e-06	0.0001263983674955
751526	ENSG00000090863	ENSP00000281031.4	115	-0.6236786469344608	6.104377212721672e-06	0.0002521980264668
751532	ENSG00000090863	ENSP00000423673.1	115	-0.6228329809725159	6.337116027912273e-06	0.0002594382425556
751558	ENSG00000090863	ENSP00000492163.1	115	-0.6081747709654686	1.1916557788795505e-05	0.0004184348149896
751596	ENSG00000090863	ENSP00000238688.5	115	-0.5974630021141649	1.853866196420457e-05	0.0005841829949932
751600	ENSG00000090863	ENSP00000253452.2	115	-0.6940098661028894	1.751418494875097e-07	1.7072071625282957e-05
751621	ENSG00000090863	ENSP00000358737.3	115	-0.6274841437632136	5.151323225344836e-06	0.0002218205173168
751629	ENSG00000090863	ENSP00000256441.4	115	-0.6336856941508104	3.88730544732521e-06	0.0001792445701574
751643	ENSG00000090863	ENSP00000301729.4	115	-0.6670894996476392	7.620586698626914e-07	5.2049061158331575e-05
751647	ENSG00000090863	ENSP00000356972.3	115	-0.609584214235377	1.122987144737806e-05	0.0004000138456383
751651	ENSG00000090863	ENSP00000260665.7	115	-0.669908386187456	6.579268806097643e-07	4.655051751788244e-05
751680	ENSG00000090863	ENSP00000381785.3	115	-0.638477801268499	3.1139559859409097e-06	0.0001514848514798
751693	ENSG00000090863	ENSP00000355518.4	115	-0.6241316822712172	7.743661606356365e-06	0.0003022314497967
751709	ENSG00000090863	ENSP00000155674.5	115	-0.6343904157857646	3.763433176810076e-06	0.000174916874754
751720	ENSG00000090863	ENSP00000377446.2	115	-0.6376321353065538	3.239161207707942e-06	0.0001560924827443
751726	ENSG00000090863	ENSP00000216254.4	115	-0.6312896405919661	4.337169679575688e-06	0.0001947079928865
752199	ENSG00000090863	ENSG00000064607	115	0.6893587033121916	2.2833511958061014e-07	2.0880672032284435e-05
805321	ENSG00000100227	ENSP00000377770.1	115	-0.6143763213530655	9.15803774204709e-06	0.000342869998973
805327	ENSG00000100227	ENSP00000418842.3	115	-0.5076814658210007	0.000435369910805	0.0062881463630223
805330	ENSG00000100227	ENSP00000496880.1	115	-0.5620859760394644	7.171217247766959e-05	0.0016228594270717
805339	ENSG00000100227	ENSP00000266544.5	115	-0.6150810429880198	8.884929384354378e-06	0.0003351052981586
805349	ENSG00000100227	ENSP00000268668.6	115	-0.5619450317124736	7.207769098073318e-05	0.0016290766858031
805356	ENSG00000100227	ENSP00000359346.1	115	-0.5782945736434109	3.934130643183139e-05	0.0010315827644605
805362	ENSG00000100227	ENSP00000297564.2	115	-0.5399577167019027	0.0001550161009551	0.0028991853638604
805364	ENSG00000100227	ENSP00000292907.3	115	-0.612262156448203	1.0024380817364712e-05	0.0003671476251719
805365	ENSG00000100227	ENSP00000330737.2	115	-0.5622269203664553	7.134834332719428e-05	0.0016166344207608
805369	ENSG00000100227	ENSP00000296684.5	115	-0.6073291050035237	1.2346879371586569e-05	0.000429766404159
805373	ENSG00000100227	ENSP00000419656.1	115	-0.5369978858350951	0.0001711616561829	0.0031233612041051
805376	ENSG00000100227	ENSP00000263774.4	115	-0.5698379140239606	5.402527931236655e-05	0.0013108437971346
805379	ENSG00000100227	ENSP00000419578.1	115	-0.5940803382663847	2.1245387687946668e-05	0.0006476498819083
805385	ENSG00000100227	ENSP00000397760.1	115	-0.586892177589852	2.8238579233807657e-05	0.0008029714905548
805387	ENSG00000100227	ENSP00000252711.2	115	-0.6005637773079634	1.633923522865637e-05	0.0005310442631616
805391	ENSG00000100227	ENSP00000281031.4	115	-0.5460183227625088	0.0001261850957695	0.0024838078299472
805397	ENSG00000100227	ENSP00000423673.1	115	-0.5819591261451726	3.419530804904561e-05	0.0009277672615099
805420	ENSG00000100227	ENSP00000492163.1	115	-0.6153629316420014	8.77779995014464e-06	0.0003320525043798
805455	ENSG00000100227	ENSP00000238688.5	115	-0.4930232558139535	0.000673395359134	0.0087055178442792
805459	ENSG00000100227	ENSP00000253452.2	115	-0.5899929527836505	2.499747425735849e-05	0.0007323400096696
805477	ENSG00000100227	ENSP00000358737.3	115	-0.553770260747005	9.642145462555749e-05	0.0020277610395793
805487	ENSG00000100227	ENSP00000256441.4	115	-0.6170542635658914	8.15958983807199e-06	0.0003142377514543
805498	ENSG00000100227	ENSP00000301729.4	115	-0.6263565891472869	5.4183224427169416e-06	0.00023047265476
805501	ENSG00000100227	ENSP00000356972.3	115	-0.5963354474982382	1.940356806030805e-05	0.0006048368866238
805505	ENSG00000100227	ENSP00000260665.7	115	-0.572938689217759	4.814252316458343e-05	0.0012015597891559
805533	ENSG00000100227	ENSP00000381785.3	115	-0.6263565891472869	5.4183224427169416e-06	0.00023047265476
805546	ENSG00000100227	ENSP00000355518.4	115	-0.6224705527031109	8.320203641066925e-06	0.0003189959392842
805560	ENSG00000100227	ENSP00000155674.5	115	-0.6245243128964059	5.8795370020197015e-06	0.0002451201288123
805572	ENSG00000100227	ENSP00000377446.2	115	-0.5281183932346722	0.0002291548573319	0.0038880556509812
805577	ENSG00000100227	ENSP00000216254.4	115	-0.5453136011275547	0.0001292670313952	0.0025294807502589
805976	ENSG00000100227	ENSG00000064607	115	0.6522903453136012	1.607622498386169e-06	9.17455044441447e-05
806207	ENSG00000100227	ENSG00000090863	115	0.6787878787878788	4.0986492032401604e-07	3.252381323490858e-05
824779	ENSG00000100485	ENSP00000377770.1	115	-0.6121212121212121	1.0084734510052778e-05	0.0003688246035195
824783	ENSG00000100485	ENSP00000418842.3	115	-0.5103594080338266	0.0004011689827618	0.005914972822172
824785	ENSG00000100485	ENSP00000496880.1	115	-0.6098661028893587	1.1096977506155913e-05	0.0003964277082908
824793	ENSG00000100485	ENSP00000266544.5	115	-0.565045806906272	6.441593017253155e-05	0.0014968187581702
824802	ENSG00000100485	ENSP00000268668.6	115	-0.545031712473573	0.000130518817978	0.0025477495994921
824810	ENSG00000100485	ENSP00000359346.1	115	-0.5369978858350951	0.0001711616561829	0.0031233612041051
824815	ENSG00000100485	ENSP00000297564.2	115	-0.5705426356589147	5.263347842637427e-05	0.0012852581921457
824817	ENSG00000100485	ENSP00000292907.3	115	-0.5599718111346018	7.737631206052542e-05	0.0017184787280512
824818	ENSG00000100485	ENSP00000330737.2	115	-0.514446793516561	0.0003536134805213	0.0053817661165676
824821	ENSG00000100485	ENSP00000296684.5	115	-0.5661733615221988	6.181927426437212e-05	0.0014509462689471
824824	ENSG00000100485	ENSP00000419656.1	115	-0.5307963354474983	0.0002100295809603	0.0036421527772961
824826	ENSG00000100485	ENSP00000263774.4	115	-0.5582804792107118	8.219767400043401e-05	0.0017982866403542
824829	ENSG00000100485	ENSP00000419578.1	115	-0.6053558844256518	1.340706812275924e-05	0.0004573791437592
824835	ENSG00000100485	ENSP00000397760.1	115	-0.5696969696969697	5.430763701123516e-05	0.0013160242738022
824836	ENSG00000100485	ENSP00000252711.2	115	-0.5816772374911909	3.456812294573358e-05	0.0009353974871016
824840	ENSG00000100485	ENSP00000281031.4	115	-0.5402396053558844	0.0001535528359186	0.0028786138092677
824844	ENSG00000100485	ENSP00000423673.1	115	-0.5782945736434109	3.934130643183139e-05	0.0010315827644605
824867	ENSG00000100485	ENSP00000492163.1	115	-0.5713883016208597	5.1006544903789895e-05	0.001255127105657
824904	ENSG00000100485	ENSP00000238688.5	115	-0.5861874559548977	2.90268968205434e-05	0.0008197906527332
824908	ENSG00000100485	ENSP00000253452.2	115	-0.6046511627906976	1.3805536237871269e-05	0.0004676292496737
824931	ENSG00000100485	ENSP00000358737.3	115	-0.5551797040169133	9.175295776507563e-05	0.0019533671250941
824938	ENSG00000100485	ENSP00000256441.4	115	-0.508386187455955	0.0004261244213722	0.0061876701114541
824949	ENSG00000100485	ENSP00000301729.4	115	-0.6074700493305144	1.2274181749882503e-05	0.0004278484898716
824953	ENSG00000100485	ENSP00000356972.3	115	-0.5134601832276251	0.0003646021441252	0.0055064258623812
824958	ENSG00000100485	ENSP00000260665.7	115	-0.6281888653981678	4.9906651147773406e-06	0.0002165730451861
824983	ENSG00000100485	ENSP00000381785.3	115	-0.6513037350246652	1.687227710324761e-06	9.51717638465703e-05
824994	ENSG00000100485	ENSP00000355518.4	115	-0.5886439142253095	3.297470425765428e-05	0.0009030871699026
825009	ENSG00000100485	ENSP00000155674.5	115	-0.583368569415081	3.2385795497766444e-05	0.0008904853224066
825020	ENSG00000100485	ENSP00000377446.2	115	-0.5424947145877379	0.0001422899604806	0.0027183504734715
825027	ENSG00000100485	ENSP00000216254.4	115	-0.5602536997885835	7.659826482672815e-05	0.0017053912135966
825490	ENSG00000100485	ENSG00000064607	115	0.641860465116279	2.656514160001822e-06	0.000134308225513
825731	ENSG00000100485	ENSG00000090863	115	0.7533474277660325	3.618488112032485e-09	8.814343455655197e-07
825788	ENSG00000100485	ENSG00000100227	115	0.6350951374207188	3.643213069361497e-06	0.0001706464673752
1062486	ENSG00000107758	ENSP00000377770.1	115	-0.8057787174066244	4.173674811324256e-11	2.7537295232870743e-08
1062490	ENSG00000107758	ENSP00000418842.3	115	-0.7766032417195208	5.797833928677741e-10	2.1481578908837938e-07
1062494	ENSG00000107758	ENSP00000496880.1	115	-0.7888653981677237	2.0174390994562082e-10	9.452696480815973e-08
1062502	ENSG00000107758	ENSP00000266544.5	115	-0.8138125440451022	1.8694072223889536e-11	1.4636940174559678e-08
1062511	ENSG00000107758	ENSP00000268668.6	115	-0.8036645525017618	5.1243614487058396e-11	3.236165168724365e-08
1062522	ENSG00000107758	ENSP00000359346.1	115	-0.7984496124031008	8.413056937006154e-11	4.770895227955056e-08
1062528	ENSG00000107758	ENSP00000297564.2	115	-0.7891472868217054	1.9674710411771703e-10	9.273492516929225e-08
1062531	ENSG00000107758	ENSP00000292907.3	115	-0.813107822410148	2.0089369669581215e-11	1.5489198936638863e-08
1062532	ENSG00000107758	ENSP00000330737.2	115	-0.7881606765327696	2.1476268385462687e-10	9.9248515617462e-08
1062536	ENSG00000107758	ENSP00000296684.5	115	-0.853276955602537	1.8890240416769212e-13	3.784323537058835e-10
1062540	ENSG00000107758	ENSP00000419656.1	115	-0.7988724453840732	8.085930473468133e-11	4.624358567975189e-08
1062543	ENSG00000107758	ENSP00000263774.4	115	-0.7766032417195208	5.797833928677741e-10	2.1481578908837938e-07
1062546	ENSG00000107758	ENSP00000419578.1	115	-0.8228329809725159	7.236876591229978e-12	6.9097275236155e-09
1062552	ENSG00000107758	ENSP00000397760.1	115	-0.8146582100070473	1.7140165943437465e-11	1.36679019201379e-08
1062553	ENSG00000107758	ENSP00000252711.2	115	-0.8300211416490486	3.2670802975311506e-12	3.688975354562169e-09
1062558	ENSG00000107758	ENSP00000281031.4	115	-0.7688513037350247	1.0927918376571607e-09	3.506634557840351e-07
1062564	ENSG00000107758	ENSP00000423673.1	115	-0.8186046511627907	1.1365105509776849e-11	9.859684525832284e-09
1062597	ENSG00000107758	ENSP00000492163.1	115	-0.8335447498238195	2.1823952612116397e-12	2.676644636174465e-09
1062644	ENSG00000107758	ENSP00000238688.5	115	-0.7864693446088794	2.4930087312805453e-10	1.1142009992466467e-07
1062648	ENSG00000107758	ENSP00000253452.2	115	-0.8018322762508808	6.109612588528933e-11	3.713980939339838e-08
1062676	ENSG00000107758	ENSP00000358737.3	115	-0.8178999295278364	1.2239166877985992e-11	1.0461290326916014e-08
1062688	ENSG00000107758	ENSP00000256441.4	115	-0.7954897815362932	1.107629944293698e-10	5.9158638596456915e-08
1062704	ENSG00000107758	ENSP00000301729.4	115	-0.7846370683579985	2.925721878325334e-10	1.262170312697871e-07
1062710	ENSG00000107758	ENSP00000356972.3	115	-0.7930937279774489	1.3793309785904028e-10	7.021216157051602e-08
1062714	ENSG00000107758	ENSP00000260665.7	115	-0.8225510923185341	7.460698293709854e-12	7.0739269185522045e-09
1062747	ENSG00000107758	ENSP00000381785.3	115	-0.7719520789288231	8.505816292369015e-10	2.88882588901932e-07
1062761	ENSG00000107758	ENSP00000355518.4	115	-0.8349441256418001	3.4092506923608592e-12	3.823268033737575e-09
1062784	ENSG00000107758	ENSP00000155674.5	115	-0.7513742071881606	4.187771829746349e-09	9.864690137637367e-07
1062797	ENSG00000107758	ENSP00000377446.2	115	-0.8176180408738548	1.2606211705168126e-11	1.0711057909815827e-08
1062803	ENSG00000107758	ENSP00000216254.4	115	-0.8111346018322761	2.453625813907449e-11	1.8148479065038457e-08
1063459	ENSG00000107758	ENSG00000064607	115	0.6735729386892177	5.422474171464649e-07	4.01935110510096e-05
1063657	ENSG00000107758	ENSG00000090863	115	0.7133192389006342	5.51245007458198e-08	7.075482125035808e-06
1063714	ENSG00000107758	ENSG00000100227	115	0.6840028188865398	3.0804311075149865e-07	2.619712263114614e-05
1063725	ENSG00000107758	ENSG00000100485	115	0.7620859760394645	1.863160129112704e-09	5.290791484225535e-07
1336225	ENSG00000115307	ENSP00000377770.1	115	-0.7916842847075405	1.5672296413452475e-10	7.76110547171871e-08
1336230	ENSG00000115307	ENSP00000418842.3	115	-0.7446088794926004	6.8417900924597535e-09	1.4361895092643887e-06
1336233	ENSG00000115307	ENSP00000496880.1	115	-0.7861874559548978	2.555415065940995e-10	1.135707293348907e-07
1336241	ENSG00000115307	ENSP00000266544.5	115	-0.7852008456659619	2.785590265739441e-10	1.2144108383352896e-07
1336250	ENSG00000115307	ENSP00000268668.6	115	-0.7603946441155743	2.12320844726035e-09	5.85208130413983e-07
1336259	ENSG00000115307	ENSP00000359346.1	115	-0.7634954193093728	1.6695825042401771e-09	4.86056647140604e-07
1336264	ENSG00000115307	ENSP00000297564.2	115	-0.721353065539112	3.3136543907881495e-08	4.798441911568479e-06
1336267	ENSG00000115307	ENSP00000292907.3	115	-0.7440451021846372	7.122570608823595e-09	1.481347766604944e-06
1336268	ENSG00000115307	ENSP00000330737.2	115	-0.7475687103594081	5.529957548199666e-09	1.22029712552277e-06
1336272	ENSG00000115307	ENSP00000296684.5	115	-0.7926708949964764	1.4333504403996707e-10	7.236319814484246e-08
1336276	ENSG00000115307	ENSP00000419656.1	115	-0.752783650458069	3.773266555721342e-09	9.10059619062521e-07
1336279	ENSG00000115307	ENSP00000263774.4	115	-0.7302325581395349	1.849178245246715e-08	3.074357098173305e-06
1336282	ENSG00000115307	ENSP00000419578.1	115	-0.7440451021846372	7.122570608823595e-09	1.481347766604944e-06
1336288	ENSG00000115307	ENSP00000397760.1	115	-0.7668780831571529	1.279141203257991e-09	3.9582939256607035e-07
1336289	ENSG00000115307	ENSP00000252711.2	115	-0.7787174066243834	4.856158411515943e-10	1.872303320828425e-07
1336295	ENSG00000115307	ENSP00000281031.4	115	-0.7478505990133897	5.418152362838348e-09	1.2014816242670823e-06
1336300	ENSG00000115307	ENSP00000423673.1	115	-0.7529245947850599	3.734000979201913e-09	9.02783130894478e-07
1336331	ENSG00000115307	ENSP00000492163.1	115	-0.7233262861169838	2.916420262015757e-08	4.35471723683946e-06
1336375	ENSG00000115307	ENSP00000238688.5	115	-0.7384073291050035	1.0589206383179396e-08	2.0063981894590733e-06
1336379	ENSG00000115307	ENSP00000253452.2	115	-0.736293164200141	1.2255379513023571e-08	2.244240198668837e-06
1336404	ENSG00000115307	ENSP00000358737.3	115	-0.7426356589147287	7.872412594028888e-09	1.5997066944055486e-06
1336415	ENSG00000115307	ENSP00000256441.4	115	-0.7574348132487667	2.6618657136613236e-09	6.961347051310458e-07
1336429	ENSG00000115307	ENSP00000301729.4	115	-0.7303735024665257	1.8318004980566563e-08	3.0521151360071627e-06
1336434	ENSG00000115307	ENSP00000356972.3	115	-0.7696969696969697	1.0209999336548775e-09	3.327050261682599e-07
1336438	ENSG00000115307	ENSP00000260665.7	115	-0.8133897110641296	1.9519878124004382e-11	1.5142284044136348e-08
1336470	ENSG00000115307	ENSP00000381785.3	115	-0.7818181818181817	3.731385479053535e-10	1.5253528583934912e-07
1336483	ENSG00000115307	ENSP00000355518.4	115	-0.7926608275445485	2.3806805888135416e-10	1.0761175142717161e-07
1336506	ENSG00000115307	ENSP00000155674.5	115	-0.7822410147991543	3.5985184965152165e-10	1.4832688688581338e-07
1336519	ENSG00000115307	ENSP00000377446.2	115	-0.7317829457364341	1.6662187744412193e-08	2.8387122221870987e-06
1336526	ENSG00000115307	ENSP00000216254.4	115	-0.756448202959831	2.8681993410316204e-09	7.371144905010986e-07
1337131	ENSG00000115307	ENSG00000064607	115	0.8011275546159268	6.533980551583738e-11	3.913113621379818e-08
1337345	ENSG00000115307	ENSG00000090863	115	0.7348837209302326	1.3499058740185626e-08	2.417216334621511e-06
1337404	ENSG00000115307	ENSG00000100227	115	0.7251585623678647	2.587799117613952e-08	3.974067297278624e-06
1337420	ENSG00000115307	ENSG00000100485	115	0.6487667371388302	1.908979416637473e-06	0.0001045253832598
1337628	ENSG00000115307	ENSG00000107758	115	0.7928118393234672	1.4151267935204027e-10	7.163814940983212e-08
1672019	ENSG00000124222	ENSP00000377770.1	115	-0.5340380549682875	0.0001888159396429	0.0033624037877961
1672023	ENSG00000124222	ENSP00000418842.3	115	-0.4589147286821705	0.0017288818386413	0.0175123554626756
1672025	ENSG00000124222	ENSP00000496880.1	115	-0.5176885130373503	0.0003195763762143	0.0049899728498562
1672030	ENSG00000124222	ENSP00000266544.5	115	-0.5155743481324877	0.0003414209992346	0.0052426563510013
1672036	ENSG00000124222	ENSP00000268668.6	115	-0.4820295983086681	0.0009223320656986	0.0110000823435557
1672042	ENSG00000124222	ENSP00000359346.1	115	-0.4821705426356589	0.0009186803642942	0.0109678772451946
1672046	ENSG00000124222	ENSP00000297564.2	115	-0.4699083861874559	0.0012892775150206	0.0141011618155001
1672048	ENSG00000124222	ENSP00000292907.3	115	-0.503030303030303	0.0005010501958241	0.006983806043799
1672049	ENSG00000124222	ENSP00000330737.2	115	-0.4622973925299506	0.0015812707520196	0.0163978990351667
1672051	ENSG00000124222	ENSP00000296684.5	115	-0.5365750528541225	0.0001735885268512	0.003156432027401
1672054	ENSG00000124222	ENSP00000419656.1	115	-0.4731501057082452	0.0011802216815416	0.0132082874677016
1672055	ENSG00000124222	ENSP00000263774.4	115	-0.4739957716701903	0.0011531582879753	0.0129831979709645
1672058	ENSG00000124222	ENSP00000419578.1	115	-0.5119097956307259	0.0003824923565015	0.0057077601826153
1672062	ENSG00000124222	ENSP00000397760.1	115	-0.5086680761099366	0.0004224759421661	0.0061479815018243
1672063	ENSG00000124222	ENSP00000252711.2	115	-0.514446793516561	0.0003536134805213	0.0053817661165676
1672065	ENSG00000124222	ENSP00000281031.4	115	-0.4460887949260043	0.0024055417216368	0.0223285868586802
1672067	ENSG00000124222	ENSP00000423673.1	115	-0.5089499647639182	0.0004188555842947	0.0061085792399881
1672081	ENSG00000124222	ENSP00000492163.1	115	-0.4807610993657505	0.0009557849462558	0.0112956951779198
1672105	ENSG00000124222	ENSP00000238688.5	115	-0.5262861169837914	0.0002431332018306	0.0040647617268681
1672108	ENSG00000124222	ENSP00000253452.2	115	-0.5183932346723045	0.000312579933266	0.0049078992698378
1672122	ENSG00000124222	ENSP00000358737.3	115	-0.4921775898520084	0.0006901470858399	0.0088664332341737
1672126	ENSG00000124222	ENSP00000256441.4	115	-0.5007751937984496	0.0005359903353078	0.0073442415185907
1672132	ENSG00000124222	ENSP00000301729.4	115	-0.5574348132487668	8.470949477998297e-05	0.0018395824244115
1672135	ENSG00000124222	ENSP00000356972.3	115	-0.4869626497533474	0.000801950276968	0.009915295775512
1672138	ENSG00000124222	ENSP00000260665.7	115	-0.5615221987315011	7.318445297045991e-05	0.0016478751482365
1672153	ENSG00000124222	ENSP00000381785.3	115	-0.5393939393939394	0.0001579806159129	0.0029407488695144
1672160	ENSG00000124222	ENSP00000355518.4	115	-0.5175173663545757	0.0003795526620187	0.0056760402037705
1672167	ENSG00000124222	ENSP00000155674.5	115	-0.5244538407329105	0.0002578774988419	0.0042483004089301
1672173	ENSG00000124222	ENSP00000377446.2	115	-0.4807610993657505	0.0009557849462558	0.0112956951779198
1672177	ENSG00000124222	ENSP00000216254.4	115	-0.4692036645525017	0.0013141383282807	0.0143016951860663
1672481	ENSG00000124222	ENSG00000064607	115	0.7200845665961945	3.5951027901716283e-08	5.105990948355433e-06
1672752	ENSG00000124222	ENSG00000090863	115	0.8250880902043692	5.6608407183683456e-12	5.689229124079682e-09
1672813	ENSG00000124222	ENSG00000100227	115	0.7639182522903454	1.6152929788019062e-09	4.7373249733904484e-07
1672831	ENSG00000124222	ENSG00000100485	115	0.7523608174770965	3.893396271681405e-09	9.324985231185156e-07
1673048	ENSG00000124222	ENSG00000107758	115	0.7143058491895702	5.1832507004384014e-08	6.751485649068227e-06
1673298	ENSG00000124222	ENSG00000115307	115	0.7649048625792813	1.4949857154647242e-09	4.465107188008607e-07
2032838	ENSG00000132155	ENSP00000377770.1	115	-0.8198731501057083	9.938068536346898e-12	8.869959531517194e-09
2032843	ENSG00000132155	ENSP00000418842.3	115	-0.7364341085271318	1.2137089319088334e-08	2.227693672969113e-06
2032847	ENSG00000132155	ENSP00000496880.1	115	-0.7791402396053559	4.68594977869584e-10	1.8202256373874454e-07
2032855	ENSG00000132155	ENSP00000266544.5	115	-0.797322057787174	9.347301861886686e-11	5.180917121409655e-08
2032865	ENSG00000132155	ENSP00000268668.6	115	-0.7647639182522903	1.51164225080937e-09	4.50418061076642e-07
2032876	ENSG00000132155	ENSP00000359346.1	115	-0.7665961945031712	1.308075679313125e-09	4.02744837167086e-07
2032882	ENSG00000132155	ENSP00000297564.2	115	-0.7509513742071882	4.3202059496882566e-09	1.0100125227793457e-06
2032884	ENSG00000132155	ENSP00000292907.3	115	-0.7727977448907681	7.938580087944209e-10	2.738275922983217e-07
2032885	ENSG00000132155	ENSP00000330737.2	115	-0.7454545454545455	6.4399784444720254e-09	1.3708783960997098e-06
2032889	ENSG00000132155	ENSP00000296684.5	115	-0.8047921071176886	4.594547987658932e-11	2.971792761380941e-08
2032894	ENSG00000132155	ENSP00000419656.1	115	-0.7602536997885835	2.146348640725784e-09	5.901639879703042e-07
2032897	ENSG00000132155	ENSP00000263774.4	115	-0.7565891472868217	2.837832634219439e-09	7.310553975247546e-07
2032900	ENSG00000132155	ENSP00000419578.1	115	-0.7826638477801269	3.47010458936289e-10	1.4418218920457226e-07
2032907	ENSG00000132155	ENSP00000397760.1	115	-0.7770260747004933	5.596775081313568e-10	2.0903809101314935e-07
2032909	ENSG00000132155	ENSP00000252711.2	115	-0.7954897815362932	1.107629944293698e-10	5.9158638596456915e-08
